x,y,z
0.002778125,-0.03227401003,8.88999999957e-05
0.002773382769849,-0.031405574965154,8.886457175002896e-05
0.0027606792301022,-0.0305467110151998,8.884377701923172e-05
0.0027436088751736,-0.0297090567257317,8.886137216148054e-05
0.0027237518343191,-0.0289090518919989,8.886648718844524e-05
0.0026942262240833,-0.0281618288380604,8.888068867699603e-05
0.0026422482198923,-0.0274717394461403,8.888562238614823e-05
0.0025580075779974,-0.0268327708821461,8.888018003370686e-05
0.0024377695451162,-0.0262360043790568,8.888017898837011e-05
0.0022818284047323,-0.0256744842751562,8.887964763977155e-05
0.002091943227235,-0.0251441551734793,8.887890302953441e-05
0.0018697809909991,-0.0246436398780565,8.888208364260998e-05
0.0016158500769247,-0.0241741379872018,8.89086185423385e-05
0.0013255303992257,-0.0237400117840241,8.888373152624683e-05
0.0009759731152951,-0.0233415255724114,8.915048900083677e-05
0.0005249139593455,-0.0229153852279991,8.980447765598082e-05
0.0001147626403597,-0.0222643875735116,8.928677020103447e-05
-4.449409937707962e-05,-0.0213754795729411,8.886967997669865e-05
-0.0004970944879231,-0.0207664058555839,9.003892729558086e-05
-0.0011531330682328,-0.0204268030964096,9.075523338107086e-05
-0.0017780749734835,-0.0201624377233559,9.071892835869582e-05
-0.0024510210165523,-0.0198378998213207,9.082673117320796e-05
-0.003242959414606,-0.0195164180091019,9.081484004851316e-05
-0.0040810028000042,-0.0192155530164322,9.07802270998146e-05
-0.0049450838589565,-0.0188475630527301,9.329390858892766e-05
-0.0056167567464716,-0.0184741841954942,0.0001729168832303
-0.0061678776094743,-0.0181415965086995,0.0001832471590138
-0.0067658618632141,-0.017802537736086,0.0001836268643973
-0.0074110331584191,-0.0174359993031218,0.0001836332099079
-0.0081025568715399,-0.0170350045538094,0.0001836217347819
-0.0088287180801183,-0.0165857972016926,0.0001836113776368
-0.009596391420747,-0.0160805323268015,0.0001835615220498
-0.0103835558481058,-0.0155198544725132,0.0001835433719033
-0.0111950758769611,-0.0148912282105724,0.0001835690352363
-0.0119988947849508,-0.0142091345340076,0.0001835584124697
-0.0128004995827176,-0.0134671038176087,0.0001835151551969
-0.0135593878734513,-0.0126850367917982,0.0001834764774371
-0.0142868475262726,-0.0118722890965954,0.0001835245364736
-0.014948646360832,-0.0110422966080034,0.0001835414816203
-0.0155593533087905,-0.0102132024186161,0.0001835434245857
-0.0161004364079019,-0.0093890815485452,0.0001835523973034
-0.0165863356824036,-0.0085824674799177,0.000183544342955
-0.0170102375481372,-0.0077939772475042,0.0001835809787669
-0.0173842340681985,-0.0070251104037371,0.0001835806646088
-0.0177105891092275,-0.0062784472759488,0.0001835824998807
-0.0179955263987753,-0.0055566049672776,0.0001835847820726
-0.0182334401674282,-0.0048607556475804,0.0001835924995528
-0.0184206239531222,-0.0041749987375953,0.0001836097639289
-0.0185676814151748,-0.0034850584001695,0.0001836131481479
-0.0186866458478016,-0.0027915184462251,0.000183611624835
-0.0187787365190141,-0.0020998927980595,0.0001836077317473
-0.0188423627015782,-0.0014094352927117,0.0001836024856002
-0.0188794528024764,-0.0007198824057282,0.0001836230083923
-0.0188891770699988,-3.2770918454891805e-05,0.0001836157796248
-0.0188706056855441,0.0006540995822441,0.000183616540406
-0.0188261082137744,0.00134125427284,0.0001836141227677
-0.0187554296453143,0.0020268883234602,0.0001836148321854
-0.0186584742934041,0.0027123206231017,0.0001836238310387
-0.0185388921417564,0.0033947750081044,0.0001843406470478
